acctno,qty,trandate,tran_channel,price,totamt,orderno,deptdescr
GLWYHASDA,1,2009-12-19,RT,59.85,59.85,CCXVXZRXXXKI,Portable Electronics
GLAALWDLQ,2,2009-12-11,IB,28.5,57,CRVUIRRUIZK,Mobile Electronic Accessories
GLAALWDLQ,1,2009-12-11,IB,54,54,CRVUIRRUIZK,Small Appliances
GLAALWDLQ,1,2009-12-11,IB,537,537,CRVUIRRUIZK,Portable Electronics
GLAALWDLQ,1,2009-12-18,IB,717,717,CRUKIREEVEK,Portable Electronics
GLAALPSYP,1,2009-12-07,RT,19.5,19.5,CCXNRCUXXXVC,Mobile Electronic Accessories
GLAALPSYP,1,2009-12-13,RT,149.85,149.85,CCXKZZRXXXKC,Home Audio
GLAALPSYP,1,2009-12-12,RT,899.85,899.85,CCXVEIVXXXRC,Home Audio
GLAALPSYP,1,2009-12-22,RT,44.97,44.97,CCXIKNVXXXRI,Small Appliances
GLAALPSYP,1,2009-12-22,RT,29.85,29.85,CCXIKNVXXXRI,Portable Electronics
GLAPWWPPY,1,2009-12-15,RT,749.85,749.85,CCXIINNXXXRI,Home Audio
GLAPWWPPY,1,2009-12-15,RT,21,21,CCXIINNXXXRI,Mobile Electronic Accessories
GLAPWWPPY,1,2009-12-15,RT,37.5,37.5,CCXIINNXXXRI,Mobile Electronic Accessories
GLAGAWSAH,1,2009-12-14,RT,59.85,59.85,CCXZINRXXXVI,Portable Electronics
GLAGAWSAH,1,2009-12-14,RT,119.85,119.85,CCXZINRXXXVI,Home Audio
GLAGDHPLD,1,2009-12-14,IB,134.85,134.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,89.85,89.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,119.85,119.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,126,126,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,509.85,509.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,119.85,119.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,119.85,119.85,CRVZINZCICK,Cameras & Camcorder Accessori
GLAGDHPLD,1,2009-12-14,IB,132,132,CRVZINZCICK,Cameras & Camcorder Accessori
GLADGGYYY,1,2009-12-11,RT,89.85,89.85,CCXRRUXXXXNX,Portable Electronics
GLADGGYYY,1,2009-12-11,RT,89.85,89.85,CCXRRUXXXXNX,Small Appliances
GLADGGDSY,1,2009-12-16,RT,59.85,59.85,CCXVRXRXXXNC,Small Appliances
GLADGGDSY,1,2009-12-16,RT,299.85,299.85,CCXVRXRXXXNC,Mobile Electronics
GLADGGDSY,1,2009-12-16,RT,120,120,CCXVRXRXXXNC,Small Appliances
GLADGGDSY,1,2009-12-16,RT,72,72,CCXVRXRXXXNC,Small Appliances
GLADGGDSY,1,2009-12-16,RT,299.85,299.85,CCXVRXRXXXNC,Small Appliances
GLADGHQPS,1,2009-12-04,RT,15,15,CCXUZCNXXXRC,Small Appliances
GLADGHQPS,1,2009-12-09,RT,79.5,79.5,CCXIZURXXXVI,Mobile Electronic Accessories
GLADGHQPS,1,2009-12-09,RT,58.5,58.5,CCXIZURXXXVI,Mobile Electronic Accessories
GLADGHQPS,1,2009-12-09,RT,96,96,CCXIZURXXXVI,Small Appliances
GLADGHQGY,1,2009-12-22,RT,45,45,CCXIZUIXXXKI,Mobile Electronics
GLADGHQGY,1,2009-12-22,RT,29.97,29.97,CCXIZUIXXXKI,Mobile Electronics
GLADGHSSA,1,2009-12-19,RT,79.5,79.5,CCXIXZCXXXKI,Mobile Electronic Accessories
GLADGHSYW,1,2009-12-14,RT,44.85,44.85,CCXKCEEXXXKC,Small Appliances
GLADGHSYW,1,2009-12-14,RT,89.85,89.85,CCXKCEEXXXKC,Small Appliances
GLADGHSYW,1,2009-12-14,RT,72,72,CCXKCEEXXXKC,Small Appliances
GLADGHSYW,1,2009-12-14,RT,38.85,38.85,CCXKCEEXXXKC,Mobile Electronics
GLADGHPWL,1,2009-12-27,RT,38.85,38.85,CCXUCIEXXXKI,Mobile Electronics
GLADGHPWL,1,2009-12-27,RT,27,27,CCXUCIEXXXKI,Mobile Electronics
GLADGHPWL,1,2009-12-27,RT,299.85,299.85,CCXUCIEXXXKI,Home Audio
GLADHGQDS,1,2009-12-18,RT,114,114,CCXRZKCXXXKI,Mobile Electronics
GLADHGQDS,1,2009-12-18,RT,89.85,89.85,CCXRZKCXXXKI,Small Appliances
GLADHGQDS,1,2009-12-22,RT,20.97,20.97,CCXVCECXXXKI,Mobile Electronic Accessories
GLADHGQDS,1,2009-12-22,RT,44.97,44.97,CCXVCECXXXKI,Small Appliances
GLSWLAYLQ,1,2009-12-29,RT,311.97,311.97,CCXEVVIXXXNI,Mobile Electronics
GLSWLAYLQ,1,2009-12-29,RT,11.97,11.97,CCXEVVIXXXNI,Small Appliances
GLSWLAYLQ,1,2009-12-29,RT,47.85,47.85,CCXEVVIXXXNI,Portable Electronics
GLSWLAYLQ,1,2009-12-29,RT,117,117,CCXEVVIXXXNI,Small Appliances
GLSSDYQWG,1,2009-12-17,IB,87,87,CRUNIKEKNNK,Mobile Electronics
GLSSDYQWG,1,2009-12-23,RT,36,36,CCXNZNIXXXNI,Small Appliances
GLSSDYQWG,1,2009-12-23,RT,45,45,CCXNZNIXXXNI,Small Appliances
GLSSDYQWG,1,2009-12-23,RT,104.85,104.85,CCXUIURXXXNI,Portable Electronics
GLSSDYQWG,1,2009-12-23,RT,30,30,CCXUIURXXXNI,Mobile Electronic Accessories
GLSSDYQWG,1,2009-12-23,RT,89.85,89.85,CCXUIURXXXNI,Small Appliances
GLSSDYQWG,1,2009-12-23,RT,48,48,CCXUIURXXXNI,Small Appliances
GLSHLWDHP,1,2009-12-20,RT,31.5,31.5,CCXZUCRXXXKI,Mobile Electronic Accessories
GLSHLWDHP,1,2009-12-20,RT,30,30,CCXZUCRXXXKI,Mobile Electronic Accessories
GLSYASGSS,1,2009-12-22,RT,119.85,119.85,CCXUKVCXXXKI,Small Appliances
GLSYASGSS,1,2009-12-22,RT,39,39,CCXUKVCXXXKI,Small Appliances
GLSYASHDD,1,2009-12-04,RT,219,219,CCXINURXXXVI,Portable Electronics
GLSYASYYQ,1,2009-12-21,RT,45,45,CCXXRXZXXXVI,Mobile Electronic Accessories
GLSYAPWQA,1,2009-12-14,RT,45,45,CCXENECXXXKI,Small Appliances
GLSYAPWQA,1,2009-12-14,RT,32.85,32.85,CCXENECXXXKI,Mobile Electronic Accessories
GLSYAPWQA,1,2009-12-14,RT,32.85,32.85,CCXENECXXXKI,Mobile Electronic Accessories
GLSYAPALQ,1,2009-12-24,RT,20.97,20.97,CCXNNVEXXXVI,Mobile Electronic Accessories
GLSYAPALQ,1,2009-12-24,RT,38.97,38.97,CCXNNVEXXXVI,Mobile Electronic Accessories
GLSYAPSSP,1,2009-12-21,RT,44.97,44.97,CCXIUVRXXXKC,Portable Electronics
GLSYAPSSP,1,2009-12-21,RT,30,30,CCXIUVRXXXKC,Mobile Electronics
GLSYAPSSP,1,2009-12-21,RT,36,36,CCXIUVRXXXKC,Small Appliances
GLSYAPSSP,1,2009-12-21,RT,30,30,CCXIUVRXXXKC,Small Appliances
GLSYAPSSP,1,2009-12-21,RT,45,45,CCXIUVRXXXKC,Small Appliances
GLSYAPSPA,1,2009-12-13,RT,42,42,CCXZEKVXXXVI,Mobile Electronic Accessories
GLSYAPSPA,1,2009-12-13,RT,31.5,31.5,CCXZEKVXXXVI,Mobile Electronic Accessories
GLSYAPSYS,1,2009-12-14,IB,147,147,CRVZIZRXVEK,Small Appliances
GLSYAPHHW,1,2009-12-19,RT,299.85,299.85,CCXIVRUXXXNC,Home Audio
GLSYAPYGA,1,2009-12-14,RT,49.5,49.5,CCXEZXIXXXKI,Mobile Electronic Accessories
GLSYAPYGA,1,2009-12-14,RT,58.5,58.5,CCXEZXIXXXKI,Mobile Electronic Accessories
GLSYAPYGA,1,2009-12-14,RT,42,42,CCXEZXIXXXKI,Mobile Electronic Accessories
GLSYAPYGA,1,2009-12-14,RT,48,48,CCXEZXIXXXKI,Mobile Electronic Accessories
GLSYAPYGA,1,2009-12-14,RT,54,54,CCXEZXCXXXKI,Mobile Electronic Accessories
GLSYALAYW,1,2009-12-29,RT,114,114,CCXZCKXXXXKI,Mobile Electronics
GLSYALSGP,1,2009-12-19,RT,59.85,59.85,CCXIXCKXXXKC,Mobile Electronic Accessories
GLSYALSGP,1,2009-12-19,RT,89.85,89.85,CCXIXCKXXXKC,Small Appliances
GLSYALSGP,1,2009-12-19,RT,36,36,CCXIXCKXXXKC,Mobile Electronic Accessories
GLSYALPLL,1,2009-12-22,RT,44.85,44.85,CCXENXKXXXVI,Mobile Electronic Accessories
GLSYALPLL,1,2009-12-22,RT,38.97,38.97,CCXENXRXXXVI,Mobile Electronic Accessories
GLSYALPGS,1,2009-12-20,RT,59.85,59.85,CCXVKCZXXXKX,Small Appliances
GLSYALPGS,1,2009-12-20,RT,18,18,CCXVKCZXXXKX,Mobile Electronic Accessories
GLSYALPGS,1,2009-12-20,RT,32.85,32.85,CCXVKCZXXXKX,Small Appliances
GLSYALPGS,1,2009-12-20,RT,36,36,CCXVKCZXXXKX,Small Appliances
GLSYALPGS,1,2009-12-20,RT,72,72,CCXVKCZXXXKX,Small Appliances
GLSYALPGS,1,2009-12-20,RT,72,72,CCXVKCZXXXKX,Small Appliances
GLSYALPGS,1,2009-12-20,RT,48,48,CCXVKCZXXXKX,Small Appliances
GLSYALLLP,1,2009-12-21,RT,780,780,CCXVCXIXXXKX,Home Audio
GLSYALLLP,1,2009-12-21,RT,299.85,299.85,CCXVCXIXXXKX,Home Audio
GLPLGLQYP,1,2009-12-12,RT,79.5,79.5,CCXVZCKXXXNC,Mobile Electronic Accessories
GLPLGLQYP,1,2009-12-12,RT,36,36,CCXVZCRXXXNC,Small Appliances
GLPHPSWAD,1,2009-12-12,RT,79.5,79.5,CCXRECRXXXNC,Mobile Electronic Accessories
GLPHPSWAD,1,2009-12-12,RT,54,54,CCXRECRXXXNC,Mobile Electronics
GLPHPSWAD,1,2009-12-12,RT,53.85,53.85,CCXRECRXXXNC,Portable Electronics
GLPHGYSWG,1,2009-12-09,RT,8.85,8.85,CCXKXECXXXKI,Mobile Electronics
GLPHGYSWG,1,2009-12-09,RT,239.85,239.85,CCXKXECXXXKI,Home Audio
GLPHGYSWG,1,2009-12-09,RT,299.85,299.85,CCXKXECXXXKI,Home Audio
GLPHGYSWG,1,2009-12-09,RT,38.85,38.85,CCXKXECXXXKI,Mobile Electronic Accessories
GLPHGYSWG,1,2009-12-09,RT,36,36,CCXKXECXXXKI,Small Appliances
GLPHGYSWG,1,2009-12-16,RT,149.85,149.85,CCXVVVRXXXVI,Home Audio
GLPHGYSWG,1,2009-12-21,RT,87,87,CCXUICEXXXNI,Mobile Electronics
GLPHGYSWG,1,2009-12-21,RT,72,72,CCXUICEXXXNI,Small Appliances
GLPHHDGPP,1,2009-12-08,RT,37.5,37.5,CCXVKKNXXXRI,Mobile Electronics
GLLWWASWG,1,2009-12-07,RT,38.85,38.85,CCXIZCUXXXNI,Mobile Electronics
GLLWWASWG,1,2009-12-07,RT,38.85,38.85,CCXIZCUXXXNI,Mobile Electronics
GLLWWAYPL,1,2009-12-31,RT,38.85,38.85,CCXZRCEXXXRI,Mobile Electronics
GLLWWAYPL,1,2009-12-31,RT,38.85,38.85,CCXZRCEXXXRI,Mobile Electronics
GLLWWAYPL,1,2009-12-31,RT,45,45,CCXZRCEXXXRI,Mobile Electronics
GLLWWSAYQ,1,2009-12-22,RT,20.97,20.97,CCXUKNNXXXKC,Mobile Electronic Accessories
GLLWWSAYQ,1,2009-12-22,RT,20.97,20.97,CCXUKNNXXXKC,Mobile Electronic Accessories
GLLWWSAYQ,1,2009-12-22,RT,14.97,14.97,CCXUKNNXXXKC,Small Appliances
GLLWWSAYQ,1,2009-12-27,RT,20.97,20.97,CCXEXKNXXXKC,Mobile Electronic Accessories
GLLWWSAYQ,1,2009-12-27,RT,14.97,14.97,CCXEXKNXXXKC,Small Appliances
GLLWWSAYQ,1,2009-12-22,RT,20.97,20.97,CCXZIIRXXXNC,Mobile Electronic Accessories
GLLWWSAYQ,1,2009-12-22,RT,26.97,26.97,CCXZIIRXXXNC,Small Appliances
GLLWWSAYQ,1,2009-12-22,RT,20.97,20.97,CCXZIIRXXXNC,Mobile Electronic Accessories
GLLWWSAYQ,1,2009-12-22,RT,14.97,14.97,CCXZIIRXXXNC,Small Appliances
GLLWWSLYH,1,2009-12-21,RT,29.85,29.85,CCXCEEIXXXRI,Small Appliances
GLLLLHDLH,1,2009-12-19,RT,59.85,59.85,CCXNERUXXXKC,Mobile Electronic Accessories
GLLLLHDLH,1,2009-12-19,RT,96,96,CCXNERUXXXKC,Mobile Electronic Accessories
GLLGDPLWW,1,2009-12-16,RT,42,42,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,38.85,38.85,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,31.5,31.5,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,27,27,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,15,15,CCXCNEUXXXVI,Mobile Electronic Accessories
GLLGDPLWW,1,2009-12-16,RT,15,15,CCXCNEUXXXVI,Mobile Electronic Accessories
GLLGDPLWW,1,2009-12-16,RT,43.5,43.5,CCXCNEUXXXVI,Mobile Electronic Accessories
GLLGDPLWW,1,2009-12-16,RT,12,12,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,12,12,CCXCNEUXXXVI,Mobile Electronics
GLLGDPLWW,1,2009-12-16,RT,49.5,49.5,CCXCNEUXXXVI,Mobile Electronic Accessories
GLLHSAGLD,1,2009-12-01,IB,89.85,89.85,CRRUIZEVRXK,Cameras & Camcorder Accessori
GLLHSAGLD,1,2009-12-04,RT,30,30,CCXUCIUXXXRI,Mobile Electronic Accessories
GLLHSAGLD,1,2009-12-04,RT,37.5,37.5,CCXUCIUXXXRI,Mobile Electronic Accessories
GLLYLQPPP,1,2009-12-21,RT,31.5,31.5,CCXUZINXXXNI,Mobile Electronic Accessories
GLLYLQPPP,1,2009-12-21,RT,53.97,53.97,CCXUZINXXXNI,Mobile Electronics
GLLDWYAAL,1,2009-12-08,IB,389.85,389.85,CRVKIKUZXCK,Home Audio
GLLDWYAAL,1,2009-12-08,IB,204,204,CRVKIKUZXCK,Small Appliances
GLLDWYAAL,1,2009-12-08,IB,147,147,CRVKIKUZXCK,Mobile Electronics
GLLDWYAAL,1,2009-12-08,IB,119.85,119.85,CRVKIKUZXCK,Portable Electronics
GLGWYDSHQ,1,2009-12-22,RT,237,237,CCXZIEEXXXRI,Small Appliances
GLGAAALLW,1,2009-12-20,RT,72,72,CCXUZNIXXXRI,Small Appliances
GLGGPSSWD,1,2009-12-10,RT,31.5,31.5,CCXREIZXXXRX,Mobile Electronic Accessories
GLGGPSSWD,1,2009-12-10,RT,119.85,119.85,CCXREIZXXXRX,Small Appliances
GLGGPSSWD,1,2009-12-10,RT,54,54,CCXREIZXXXRX,Small Appliances
GLGGPSSWD,1,2009-12-10,RT,30,30,CCXREIZXXXRX,Mobile Electronic Accessories
GLGGPSSWD,1,2009-12-10,RT,90,90,CCXREIZXXXRX,Small Appliances
GLGGHQAHQ,1,2009-12-10,RT,29.85,29.85,CCXKKXRXXXKI,Small Appliances
GLGGHQAHQ,1,2009-12-10,RT,36,36,CCXKKXRXXXKI,Small Appliances
GLGGHQAHQ,1,2009-12-10,RT,114,114,CCXKKXRXXXKI,Mobile Electronics
GLGGHQAHQ,1,2009-12-12,RT,79.5,79.5,CCXKEUKXXXKI,Mobile Electronic Accessories
GLGHPQLLA,1,2009-12-26,RT,38.85,38.85,CCXICNVXXXRI,Mobile Electronics
GLGHPQLLA,1,2009-12-26,RT,57,57,CCXICNVXXXRI,Mobile Electronics
GLGHPQLLA,1,2009-12-26,RT,105,105,CCXICNVXXXRI,Small Appliances
GLGHPQLLA,1,2009-12-26,RT,29.97,29.97,CCXICNVXXXRI,Mobile Electronic Accessories
GLGYQGPWW,1,2009-12-23,RT,89.85,89.85,CCXZEIKXXXRI,Home Audio
GLGYALHSP,1,2009-12-11,RT,359.88,359.88,CCXZXURXXXVI,Home Audio
GLGDSGAGH,1,2009-12-21,RT,48,48,CCXKNCUXXXKC,Small Appliances
GLGDLSLWQ,1,2009-12-04,IB,74.85,74.85,CRRZIVUUCCK,Portable Electronics
GLGDLSLWQ,1,2009-12-04,IB,56.85,56.85,CRRZIVUUCCK,Portable Electronics
GLHWGGPPS,1,2009-12-18,RT,57,57,CCXUKNUXXXRI,Small Appliances
GLHWYADLA,1,2009-12-26,RT,269.94,269.94,CCXUURCXXXRI,Home Audio
GLHSLWWWQ,1,2009-12-23,RT,36,36,CCXNXRNXXXVI,Mobile Electronics
GLHSLWWWQ,1,2009-12-23,RT,15,15,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,149.85,149.85,CCXNXRNXXXVI,Portable Electronics
GLHSLWWWQ,1,2009-12-23,RT,119.85,119.85,CCXNXRNXXXVI,Portable Electronics
GLHSLWWWQ,1,2009-12-23,RT,59.85,59.85,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,90,90,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,78,78,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,3299.9,3299.85,CCXNXRNXXXVI,Home Audio
GLHSLWWWQ,1,2009-12-23,RT,83.85,83.85,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,97.5,97.5,CCXNXRNXXXVI,Portable Electronics
GLHSLWWWQ,1,2009-12-23,RT,48,48,CCXNXRNXXXVI,Small Appliances
GLHSLWWWQ,1,2009-12-23,RT,299.85,299.85,CCXNXRNXXXVI,Portable Electronics
GLHSLWWWQ,1,2009-12-21,RT,246,246,CCXIERIXXXKI,Portable Electronics
GLHPADPHY,1,2009-12-11,IB,264,264,CRVUICKZZUK,Home Audio
GLHPADPHY,1,2009-12-11,IB,444,444,CRVUICKZZUK,Home Audio
GLHPADPHY,1,2009-12-11,IB,384,384,CRVUICKZZUK,Home Audio
GLHPADPHY,1,2009-12-11,IB,168,168,CRVUICKZZUK,Home Audio
GLHPDDYLW,2,2009-12-05,IB,177,354,CRRCIRXIRCK,Mobile Electronics
GLHPDDYLW,3,2009-12-05,IB,144,432,CRRCIRXIRCK,Mobile Electronics
GLHPDDYLW,2,2009-12-05,IB,330,660,CRRCIRXIRCK,Mobile Electronics
GLHPDDYLW,2,2009-12-05,IB,186,372,CRRCIRXIRCK,Mobile Electronics
GLHPDDYLW,3,2009-12-05,IB,84,252,CRRCIRXIRCK,Mobile Electronics
GLHPDDYLW,1,2009-12-16,RT,56.85,56.85,CCXXNVVXXXVI,Mobile Electronics
GLHPDDYLW,1,2009-12-16,RT,59.85,59.85,CCXXNVVXXXVI,Small Appliances
GLHPDDYLW,1,2009-12-16,RT,89.85,89.85,CCXXNVVXXXVI,Small Appliances
GLHPDDYLW,1,2009-12-16,RT,58.5,58.5,CCXXNVVXXXVI,Mobile Electronic Accessories
GLHPDDYLW,1,2009-12-16,RT,30,30,CCXXNVVXXXVI,Small Appliances
GLHLWQPHL,1,2009-12-16,RT,53.85,53.85,CCXVIXVXXXNI,Portable Electronics
GLYQQDLGY,1,2009-12-09,RT,18,18,CCXUKIVXXXKX,Small Appliances
GLYQQDLGY,1,2009-12-09,RT,31.5,31.5,CCXUKIVXXXKX,Mobile Electronic Accessories
GLYWPAPPS,1,2009-12-13,RT,28.5,28.5,CCXUZCRXXXKI,Mobile Electronic Accessories
GLYSDADSW,1,2009-12-13,RT,149.85,149.85,CCXICNXXXXKI,Home Audio
GLYLSSASH,1,2009-12-30,RT,59.85,59.85,CCXINCIXXXVC,Small Appliances
GLYLPSAWQ,1,2009-12-22,RT,389.85,389.85,CCXVNCCXXXNC,Home Audio
GLYLPSAWQ,1,2009-12-29,RT,59.85,59.85,CCXECCZXXXKC,Small Appliances
GLYGWQAAL,1,2009-12-19,RT,36,36,CCXVXXRXXXKI,Small Appliances
GLYGWQAAL,1,2009-12-19,RT,30,30,CCXVXXRXXXKI,Small Appliances
GLYYGYDHW,1,2009-12-20,RT,90,90,CCXUXXZXXXNC,Home Audio
GLYYGYDHW,1,2009-12-20,RT,84,84,CCXUXXZXXXNC,Home Audio
GLYDPHYAL,2,2009-12-01,IB,59.85,119.7,CRRUIEUUXXK,Portable Electronics
GLYDPHYAL,1,2009-12-01,IB,119.85,119.85,CRRUIEUUXXK,Home Audio
GLYDPHYAL,1,2009-12-01,IB,28.5,28.5,CRRUIEUUXXK,Mobile Electronic Accessories
GLDSWDGSG,1,2009-12-21,RT,89.85,89.85,CCXXRVEXXXVI,Small Appliances
GLDSWDHGY,1,2009-12-09,RT,38.85,38.85,CCXUKXNXXXKI,Mobile Electronics
GLDSWDHGY,1,2009-12-09,RT,38.85,38.85,CCXUKXNXXXKI,Mobile Electronics
GLDSAPLLA,1,2009-12-01,RT,59.85,59.85,CCXXCCIXXXKI,Small Appliances
GLDPGDPWL,1,2009-12-11,RT,149.85,149.85,CCXNCRIXXXVI,Small Appliances
GLDPGDPWL,1,2009-12-11,RT,149.85,149.85,CCXNCRIXXXVI,Small Appliances
GLDYDHAHG,1,2009-12-01,RT,89.85,89.85,CCXXCZRXXXKC,Mobile Electronics
GLDYDHAHG,1,2009-12-01,RT,38.85,38.85,CCXXCZRXXXKC,Mobile Electronics
GLDYDHAHG,1,2009-12-01,RT,105,105,CCXXCZRXXXKC,Small Appliances
GLDYDHAHG,1,2009-12-01,RT,54,54,CCXXCZRXXXKC,Mobile Electronics
GLDDQSYQW,1,2009-12-09,IB,135,135,CRVRIRVIXXK,Home Audio
GGQSSDAGY,1,2009-12-24,RT,43.5,43.5,CCXIUCIXXXRI,Mobile Electronic Accessories
GGQPGQPYG,1,2009-12-04,RT,60,60,CCXNRXNXXXKI,Small Appliances
GGQPGQPYG,1,2009-12-04,RT,29.85,29.85,CCXNRXNXXXKI,Small Appliances
GGQPGQPYG,1,2009-12-04,RT,36,36,CCXNRXNXXXKI,Small Appliances
GGQPGQPYG,1,2009-12-04,RT,36,36,CCXNRXNXXXKI,Small Appliances
GGQHQHSHS,1,2009-12-31,RT,38.97,38.97,CCXZVNXXXXRI,Mobile Electronics
GGQHPQLWL,1,2009-12-19,RT,57,57,CCXIKKKXXXNI,Mobile Electronic Accessories
GGQHPQLWL,1,2009-12-19,RT,54,54,CCXIKKKXXXNI,Mobile Electronics
GGQHPQLWL,1,2009-12-19,RT,99,99,CCXIKKKXXXNI,Small Appliances
GGQHPQLWL,1,2009-12-19,RT,36,36,CCXIKKKXXXNI,Small Appliances
GGQHPQLWL,1,2009-12-19,RT,36,36,CCXIKKKXXXNI,Mobile Electronic Accessories
GGQHDALSA,1,2009-12-19,RT,14.85,14.85,CCXCVREXXXRI,Home Audio
GGQHDALSA,1,2009-12-19,RT,66,66,CCXCVREXXXRI,Portable Electronics
GGQDYSLWW,1,2009-12-13,IB,149.85,149.85,CRVIIRIRNVK,Home Audio
GGQDYSGGD,1,2009-12-19,RT,32.85,32.85,CCXUNEIXXXVC,Mobile Electronic Accessories
GGWAYYGAW,1,2009-12-12,RT,74.85,74.85,CCXUECIXXXKI,Small Appliances
GGWAYYGAW,1,2009-12-12,RT,44.85,44.85,CCXUECIXXXKI,Small Appliances
GGAQSYHLW,1,2009-12-20,CB,17.97,17.97,CRUVIKKRXIK,Small Appliances
GGAQSYHLW,1,2009-12-20,CB,29.85,29.85,CRUVIKKRXIK,Small Appliances
GGAQSYHLW,1,2009-12-20,CB,31.5,31.5,CRUVIKKRXIK,Mobile Electronics
GGAQSYHLW,2,2009-12-20,CB,53.97,107.94,CRUVIKKRXIK,Mobile Electronics
GGAWQLAQP,1,2009-12-23,RT,60,60,CCXXCUNXXXVI,Small Appliances
GGAWQLAQP,1,2009-12-23,RT,299.85,299.85,CCXXCUNXXXVI,Mobile Electronics
GGAWQLAQP,1,2009-12-08,RT,31.5,31.5,CCXUNIXXXXKI,Mobile Electronics
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,119.85,119.85,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,216,216,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,216,216,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHQQLH,1,2009-12-08,IB,216,216,CRVKIRRXKNK,Cameras & Camcorder Accessori
GGAAHSDLA,1,2009-12-26,RT,44.85,44.85,CCXUZVRXXXKI,Home Audio
GGAAHSDLA,1,2009-12-26,RT,59.85,59.85,CCXUZVRXXXKI,Small Appliances
GGAAHSDLA,3,2009-12-26,RT,90,270,CCXUZVRXXXKI,Small Appliances
GGAAHSDLA,1,2009-12-26,RT,599.85,599.85,CCXUZVRXXXKI,Home Audio
GGAAHSDLA,3,2009-12-26,RT,63,189,CCXUZVRXXXKI,Small Appliances
GGAAHSDLA,1,2009-12-26,RT,105,105,CCXUZVRXXXKI,Portable Electronics
GGAAHSDLA,1,2009-12-26,RT,48,48,CCXUZVRXXXKI,Small Appliances
GGAAHSDLA,1,2009-12-26,RT,12,12,CCXUZVRXXXKI,Mobile Electronics
GGAAHSDLA,1,2009-12-26,RT,12,12,CCXUZVRXXXKI,Mobile Electronics
GGASGAWDS,1,2009-12-26,RT,899.85,899.85,CCXNRIUXXXVI,Portable Electronics
GGASGAWDS,1,2009-12-26,RT,65.97,65.97,CCXNRIUXXXVI,Small Appliances
GGAPHAYDS,1,2009-12-12,RT,54,54,CCXRVVRXXXVI,Portable Electronics
GGAPYYPSG,1,2009-12-21,RT,36,36,CCXIEKKXXXKI,Mobile Electronics
GGAPYYPSG,1,2009-12-21,RT,30,30,CCXIEKKXXXKI,Mobile Electronics
GGAGHPWAG,1,2009-12-26,RT,419.85,419.85,CCXVCVCXXXRC,Portable Electronics
GGAGHPWAG,1,2009-12-26,RT,147,147,CCXVCVCXXXRC,Portable Electronics
GGSQWLGPA,1,2009-12-19,RT,118.5,118.5,CCXNKUCXXXNX,Mobile Electronics
GGSQWLGPA,1,2009-12-19,RT,30,30,CCXNKEKXXXNX,Small Appliances
GGSQWLGPA,1,2009-12-19,RT,59.85,59.85,CCXNKEKXXXNX,Small Appliances
